Age,StudyHours,Attendance,Assignments,InternetAccess,Extracurricular,StressLevel,Motivation,ExamScore
20,6.4,54.3,46.7,No,Yes,High,Medium,43.7
19,0.5,90.7,5.3,Yes,No,Low,Low,66.6
20,2.6,64.0,3.8,Yes,No,Medium,Low,37.5
20,0.6,56.6,71.7,Yes,Yes,High,Low,57.6
21,6.0,72.0,53.8,Yes,Yes,High,Low,56.4
22,6.9,82.2,50.9,Yes,No,High,Medium,73.2
18,1.1,69.0,24.3,Yes,Yes,Medium,Medium,44.7
20,3.8,52.7,74.5,Yes,No,Low,High,65.0
17,4.6,80.0,16.8,No,Yes,Low,Medium,81.7
20,3.7,95.1,19.0,Yes,Yes,Medium,High,91.0
20,1.2,69.2,46.1,Yes,Yes,Medium,Medium,57.8
20,4.2,60.8,28.6,Yes,No,Low,Medium,66.5
21,7.5,72.1,24.7,Yes,Yes,Medium,Medium,79.7
22,0.7,52.4,64.5,Yes,Yes,Medium,Low,44.8
21,0.8,91.0,65.1,Yes,Yes,Medium,Low,72.7
15,3.5,91.3,82.5,Yes,No,Medium,High,97.0
21,9.4,79.4,41.8,No,No,Medium,High,81.8
17,6.7,67.7,7.3,Yes,Yes,High,Low,75.9
17,6.8,90.0,27.4,Yes,Yes,Low,Low,79.1
21,3.6,77.7,98.0,Yes,No,Medium,Medium,78.3
22,5.9,91.3,59.6,Yes,Yes,Low,Low,91.5
19,0.1,81.6,71.0,Yes,Yes,Low,Medium,72.0
18,6.4,89.2,0.7,Yes,Yes,Medium,Low,77.7
22,9.1,79.9,51.8,Yes,No,High,Medium,85.5
21,6.1,70.7,3.8,No,Yes,Low,Medium,66.7
20,8.7,97.9,56.9,Yes,No,Medium,Medium,98.0
16,7.2,77.1,92.1,Yes,Yes,Medium,Low,86.8
18,1.2,80.3,96.8,Yes,Yes,Low,Medium,74.3
18,9.0,61.0,54.1,Yes,No,High,High,70.4
17,0.7,81.3,45.8,Yes,Yes,Medium,Medium,67.0
18,5.3,78.6,94.5,Yes,Yes,Low,High,99.3
21,1.4,59.2,67.4,Yes,No,Medium,High,81.2
20,0.1,53.0,6.5,Yes,No,Medium,High,54.0
20,4.2,80.2,46.6,Yes,No,Medium,High,96.1
15,3.0,88.2,24.0,Yes,No,Medium,Medium,77.6
20,4.9,76.2,47.0,Yes,No,Low,High,92.0
22,5.8,61.3,45.5,Yes,Yes,Medium,Low,60.0
20,0.4,83.3,58.2,Yes,Yes,Low,Medium,64.8
17,1.2,54.0,35.7,Yes,No,High,High,55.8
20,5.6,72.1,16.4,Yes,Yes,Medium,High,77.5
15,3.4,58.2,50.4,Yes,No,Low,High,64.4
16,7.3,59.2,83.0,Yes,No,High,High,62.6
21,6.5,60.1,66.4,Yes,Yes,Low,High,94.9
17,8.5,69.3,33.8,Yes,No,Medium,High,87.8
22,6.9,52.6,93.6,Yes,Yes,Medium,High,90.5
16,4.3,69.9,91.2,Yes,Yes,Low,Medium,87.6
17,6.7,75.6,20.9,Yes,No,High,High,78.0
19,2.8,74.2,3.9,Yes,Yes,Medium,High,73.9
18,3.1,69.1,74.1,Yes,Yes,Low,High,77.3
19,7.9,92.0,82.8,Yes,Yes,Medium,Medium,89.2
20,4.5,57.3,96.8,Yes,No,Medium,Medium,78.7
16,8.0,75.3,89.0,Yes,No,High,Low,66.0
20,8.2,53.1,60.1,Yes,No,Medium,High,100.0
18,8.6,53.6,53.0,Yes,No,Medium,Medium,76.4
17,9.2,78.7,2.8,Yes,Yes,Medium,Medium,86.2
18,4.3,78.3,24.7,No,No,Medium,Low,56.2
15,3.2,93.9,46.0,Yes,No,Medium,High,89.9
18,5.8,77.9,62.9,Yes,Yes,Low,High,88.4
15,3.7,98.0,55.7,No,Yes,Medium,High,85.4
18,6.0,52.4,74.3,Yes,No,Medium,Medium,64.4
21,7.1,54.9,28.0,Yes,No,High,Medium,69.9
15,6.9,52.2,56.5,Yes,No,Low,Medium,85.9
16,3.7,59.3,8.8,Yes,No,Medium,Low,61.7
20,1.7,77.1,41.4,Yes,Yes,High,High,64.8
22,4.3,82.3,75.0,No,No,Medium,Low,60.1
20,1.4,52.3,69.3,Yes,Yes,High,Medium,45.2
19,8.9,97.3,99.1,Yes,Yes,High,Medium,96.8
20,3.5,92.1,27.8,Yes,No,Medium,Medium,89.6
17,1.5,64.8,49.8,Yes,Yes,Medium,High,79.7
21,0.3,53.9,33.0,Yes,No,Low,Low,57.0
18,6.5,58.5,44.1,No,Yes,Medium,High,69.5
19,6.4,56.3,85.7,No,Yes,Low,Low,86.5
17,3.4,56.2,68.4,Yes,Yes,Medium,Low,64.3
17,0.7,75.9,88.2,No,Yes,Medium,Medium,55.8
15,4.1,62.3,20.4,Yes,Yes,Medium,Low,50.6
20,3.1,67.9,87.3,Yes,Yes,Low,High,77.0
16,6.8,99.5,6.0,Yes,No,High,Medium,76.6
22,6.1,84.2,88.9,Yes,Yes,Low,Low,85.0
16,3.6,97.4,32.9,Yes,Yes,Low,Low,75.4
19,2.2,57.1,31.5,Yes,Yes,Low,Medium,76.5
21,9.9,69.1,51.2,Yes,No,High,High,97.1
16,4.5,77.7,94.1,Yes,Yes,High,Medium,78.3
18,6.9,53.8,4.8,Yes,No,Medium,Medium,57.0
16,1.4,50.2,35.2,No,No,High,High,54.5
19,4.9,83.5,85.7,Yes,Yes,Low,Medium,99.3
22,0.3,82.1,39.6,Yes,Yes,High,Medium,75.0
16,5.1,70.5,19.9,Yes,No,Low,Medium,65.1
18,9.6,74.5,42.5,Yes,No,Low,Medium,91.2
15,3.8,70.8,38.6,Yes,No,Low,High,74.8
21,0.4,51.2,91.5,Yes,Yes,Medium,Medium,57.8
19,0.3,66.8,76.2,Yes,Yes,Medium,High,71.0
15,3.9,58.9,50.5,Yes,Yes,Medium,Low,51.5
15,1.6,54.9,98.8,Yes,Yes,High,High,74.3
15,0.2,97.8,46.5,Yes,Yes,Medium,Medium,72.4
17,7.6,80.0,5.8,Yes,No,Low,Medium,82.2
21,4.6,86.4,26.2,Yes,Yes,Medium,Low,63.2
22,2.9,65.8,43.6,Yes,No,Medium,Medium,67.0
20,9.0,69.7,15.7,Yes,No,High,High,78.8
21,1.2,61.8,94.8,Yes,Yes,Medium,High,75.4
17,9.6,54.8,76.7,No,No,Medium,Low,71.5
20,3.1,59.0,26.8,Yes,Yes,Low,Medium,67.6
21,8.9,89.9,59.1,Yes,No,Medium,Low,90.4
15,6.0,83.9,72.1,Yes,Yes,High,High,89.2
19,8.3,77.3,94.1,Yes,Yes,Low,High,100.0
20,9.8,73.8,88.2,Yes,No,High,Low,80.7
18,2.9,96.1,51.5,No,Yes,Medium,High,83.9
18,9.6,53.6,77.5,No,No,Low,High,81.6
16,3.9,64.0,56.2,Yes,Yes,High,Medium,68.8
20,3.9,67.5,55.3,Yes,Yes,Medium,High,85.8
19,3.4,89.1,11.5,Yes,Yes,Medium,Medium,61.7
22,5.4,99.6,12.6,Yes,Yes,Low,Medium,90.9
17,1.5,62.0,53.0,Yes,Yes,Low,Medium,86.8
15,5.5,93.7,26.9,Yes,No,High,Medium,74.9
16,5.4,91.5,2.1,Yes,No,Medium,Medium,83.1
18,7.6,61.2,72.3,Yes,No,High,Low,69.2
17,8.3,70.0,3.2,Yes,No,Low,High,85.7
17,4.4,70.5,59.5,Yes,Yes,Low,Medium,76.1
15,3.0,98.9,53.9,Yes,No,Low,Medium,84.3
22,2.6,59.0,96.9,Yes,Yes,Medium,High,91.8
22,1.9,90.0,48.4,No,No,High,Medium,55.5
20,0.6,66.7,6.4,Yes,Yes,Medium,Medium,55.5
18,3.4,86.5,55.2,Yes,No,Medium,High,68.5
22,2.7,71.0,84.1,Yes,No,High,High,64.2
19,9.7,78.9,99.7,Yes,No,Medium,Low,91.1
22,5.6,91.6,43.0,Yes,No,Low,Medium,85.7
17,3.5,90.2,32.0,Yes,No,High,High,78.6
15,5.8,93.3,90.7,No,No,Medium,Medium,73.8
19,1.4,53.0,19.1,Yes,Yes,Low,Medium,57.3
20,4.4,84.6,61.5,Yes,Yes,Low,Low,85.1
18,6.3,57.0,40.6,Yes,Yes,Medium,Low,60.3
20,4.9,70.8,4.1,No,Yes,Medium,High,64.9
17,4.0,77.4,34.7,Yes,Yes,Low,High,91.1
19,9.9,70.1,26.5,No,Yes,Low,High,83.4
19,8.8,76.0,68.6,No,Yes,Medium,High,90.8
19,6.2,99.8,94.9,Yes,No,High,Medium,90.3
17,5.7,56.8,26.8,Yes,No,Medium,Low,62.3
17,6.2,83.8,81.1,No,Yes,Low,High,97.1
20,2.0,69.8,5.5,Yes,Yes,Low,Medium,72.9
16,4.0,56.7,53.8,Yes,Yes,Low,Medium,72.2
20,0.4,57.9,7.1,Yes,Yes,Low,High,75.5
18,4.8,97.5,93.4,Yes,No,Medium,Medium,92.1
15,5.4,94.0,76.6,Yes,Yes,Medium,Medium,95.6
19,2.3,95.4,65.8,Yes,Yes,Medium,High,90.7
16,9.6,99.6,82.4,Yes,No,Medium,High,100.0
15,9.1,60.4,64.8,Yes,No,Low,Low,74.3
16,7.2,67.8,96.9,Yes,Yes,Medium,High,92.9
22,5.3,83.5,71.4,No,No,Medium,Medium,68.0
22,8.7,74.2,92.5,Yes,Yes,Medium,Medium,100.0
21,1.3,70.9,51.7,Yes,Yes,Low,High,77.8
22,7.9,67.9,11.7,Yes,Yes,Medium,High,87.5
20,1.2,79.7,52.8,Yes,Yes,Low,Medium,58.4
22,7.9,78.8,12.7,No,Yes,Low,Medium,73.1
17,2.8,58.1,59.2,Yes,Yes,High,Low,54.4
19,8.8,73.6,48.2,Yes,No,High,Medium,68.8
20,9.4,77.7,62.3,No,No,Low,Low,86.9
15,1.5,78.5,1.0,No,Yes,Low,Medium,38.0
21,4.6,60.5,19.5,Yes,Yes,Medium,Low,49.2
21,9.8,87.1,49.1,Yes,No,Low,Medium,100.0
21,4.8,51.3,95.1,Yes,Yes,Medium,Low,69.9
15,8.6,67.7,38.4,Yes,No,Low,High,76.8
15,5.9,89.0,42.4,Yes,No,Low,Medium,98.6
15,3.8,78.2,71.5,Yes,Yes,Medium,Medium,69.0
15,2.9,63.1,60.4,Yes,Yes,High,High,82.6
21,2.0,84.7,29.9,Yes,Yes,Low,High,84.1
21,7.6,78.4,41.1,Yes,Yes,Medium,Medium,85.4
16,3.9,89.8,21.8,No,Yes,Low,Low,54.5
20,5.1,86.8,96.6,Yes,No,Low,High,99.2
19,4.9,80.5,13.1,No,Yes,High,Medium,46.6
22,5.8,74.4,37.2,No,Yes,Medium,High,85.5
22,8.7,56.7,2.6,Yes,Yes,Medium,Medium,73.5
17,9.8,63.1,22.2,Yes,Yes,Medium,Medium,80.7
21,4.1,71.0,78.0,Yes,Yes,High,Medium,73.2
17,8.3,80.0,20.1,Yes,Yes,High,High,62.5
20,7.6,75.7,8.0,Yes,Yes,Low,High,93.1
20,5.7,64.4,47.4,Yes,No,Low,Low,64.7
17,9.6,50.3,1.0,No,Yes,Medium,Medium,62.8
21,2.0,74.8,8.5,Yes,No,Medium,Low,64.5
17,1.1,64.3,80.8,Yes,Yes,High,Medium,54.7
22,8.5,86.7,77.1,Yes,Yes,Medium,High,100.0
16,4.4,51.2,91.5,Yes,Yes,High,Medium,74.4
22,8.5,79.2,85.5,No,No,Low,High,95.0
18,8.9,97.1,68.3,Yes,Yes,High,Medium,90.2
21,0.6,58.7,5.2,Yes,Yes,Medium,High,53.2
21,8.8,73.6,78.3,Yes,Yes,High,High,95.1
19,4.5,54.6,84.6,Yes,Yes,Low,Low,68.3
15,5.1,81.3,79.9,Yes,Yes,Medium,Medium,91.4
18,6.3,77.5,50.8,Yes,No,Medium,Medium,70.8
20,9.3,70.4,23.3,Yes,Yes,Medium,Low,72.4
21,0.2,76.1,84.5,No,No,Medium,Medium,55.5
17,4.8,94.8,72.7,No,Yes,High,Medium,69.8
18,6.9,59.8,98.1,Yes,No,Medium,High,92.8
19,7.2,51.1,15.6,Yes,No,Medium,Medium,71.3
20,6.9,93.1,22.6,Yes,Yes,Low,High,93.1
15,1.3,78.9,21.2,Yes,No,High,High,60.0
15,3.0,94.5,79.3,Yes,No,Medium,High,73.9
19,3.6,79.8,18.7,Yes,Yes,Medium,Medium,58.1
19,8.0,90.5,6.7,Yes,Yes,Low,Medium,87.8
17,2.8,71.5,99.9,Yes,No,Medium,Medium,67.7
21,2.1,87.5,2.5,Yes,Yes,Low,Medium,72.5
15,9.6,95.7,83.5,Yes,Yes,Low,Medium,100.0
20,0.1,78.6,36.5,Yes,No,Medium,High,78.2
18,10.0,59.0,84.2,Yes,Yes,Low,Medium,93.1
20,6.8,63.4,55.5,No,No,Low,Medium,58.9
16,8.3,59.9,90.2,Yes,No,Medium,High,86.5
16,2.9,62.3,92.6,Yes,No,Low,Low,53.2
19,0.1,65.3,0.9,Yes,Yes,Medium,Medium,44.8
17,7.4,77.8,7.5,Yes,Yes,Low,High,88.0
16,8.3,79.4,25.0,Yes,Yes,Medium,Low,67.2
15,7.4,71.3,66.9,Yes,Yes,Medium,Medium,79.5
20,1.4,80.8,88.8,No,Yes,Medium,Medium,59.1
20,7.5,54.1,46.0,Yes,Yes,Low,High,81.1
19,7.7,54.4,60.7,No,Yes,Low,Medium,77.1
21,6.6,58.6,18.8,Yes,Yes,Low,Medium,78.3
21,7.7,75.9,80.5,Yes,No,Medium,Medium,68.4
18,8.5,60.7,96.7,Yes,No,High,Low,65.9
19,6.1,64.2,26.9,Yes,No,Low,Medium,73.3
22,0.9,70.0,49.5,Yes,No,Low,Medium,69.3
18,4.9,90.6,8.6,Yes,Yes,Low,Medium,80.4
22,0.8,50.7,55.9,Yes,No,Medium,Medium,57.3
21,4.1,82.5,50.3,Yes,No,Medium,Medium,78.9
19,4.1,83.4,14.4,Yes,Yes,Medium,Medium,70.9
22,0.7,89.9,44.2,Yes,Yes,High,Medium,69.8
19,3.5,96.6,33.4,No,Yes,Medium,Medium,70.1
19,1.1,51.0,52.2,Yes,Yes,Low,Low,62.3
21,8.1,57.7,58.6,Yes,Yes,Low,High,100.0
18,9.5,94.3,0.8,Yes,Yes,Medium,High,94.1
18,0.7,72.9,76.1,Yes,No,Medium,Medium,68.3
19,9.6,78.2,71.3,Yes,Yes,Medium,Medium,98.9
16,5.2,83.2,36.6,Yes,Yes,Medium,Medium,86.1
17,3.0,84.0,5.3,Yes,No,Medium,Medium,66.1
21,0.8,96.6,75.5,Yes,Yes,High,Medium,70.8
17,5.0,99.8,95.5,Yes,No,Medium,Low,86.2
17,7.9,86.0,24.0,Yes,Yes,Medium,High,89.6
18,7.1,64.4,32.4,No,No,Low,Low,74.2
18,0.5,94.0,18.4,Yes,Yes,Medium,Medium,66.9
16,0.7,52.5,57.7,No,Yes,High,High,47.7
17,4.0,61.6,15.5,Yes,Yes,Medium,Medium,80.9
17,3.0,94.9,35.6,Yes,No,Medium,Low,73.5
19,2.3,62.8,69.7,No,No,Medium,High,70.0
18,2.8,61.0,56.0,No,Yes,Low,High,57.1
17,8.0,56.9,38.6,Yes,No,Medium,High,81.9
20,9.3,93.0,42.0,Yes,Yes,Low,Medium,84.6
16,4.1,75.0,56.2,Yes,No,High,Low,61.9
22,9.1,83.7,0.6,Yes,No,High,High,75.8
20,3.2,62.0,7.9,Yes,Yes,Low,Medium,70.6
20,4.8,87.9,88.1,Yes,Yes,Low,High,99.1
22,2.3,88.0,7.8,No,No,Medium,Medium,58.1
21,6.4,65.6,70.7,Yes,No,Medium,Medium,71.8
21,9.8,70.5,92.0,Yes,No,Low,High,100.0
16,6.0,60.5,27.1,Yes,No,Medium,Medium,69.3
20,3.6,98.8,37.0,Yes,Yes,Medium,Low,64.4
17,6.5,82.3,56.9,Yes,No,Low,Medium,93.9
18,1.2,96.7,88.2,Yes,Yes,High,Medium,67.8
16,8.9,65.2,94.2,Yes,No,High,Low,71.7
19,5.0,89.1,74.0,No,Yes,Medium,Medium,88.5
22,4.5,88.3,8.7,Yes,Yes,High,Medium,66.2
20,5.9,84.6,66.9,Yes,Yes,Low,High,100.0
16,6.2,98.3,41.0,Yes,Yes,Low,Medium,97.5
15,0.7,69.7,47.1,No,Yes,Low,High,62.7
15,6.8,56.5,4.9,Yes,No,Medium,Low,63.0
21,2.4,83.6,19.1,Yes,No,High,Medium,50.9
22,7.1,86.5,79.1,Yes,Yes,Medium,Low,95.7
18,8.2,78.8,45.4,Yes,No,High,High,74.7
17,8.0,60.3,30.2,Yes,No,Medium,High,80.1
18,5.5,75.2,38.4,Yes,Yes,Medium,High,91.8
18,5.2,65.6,85.4,No,Yes,Medium,Medium,57.7
18,1.4,71.4,74.9,Yes,No,Low,Medium,71.7
22,7.8,82.3,27.2,Yes,No,Low,High,89.6
18,2.7,87.3,11.8,Yes,Yes,Medium,High,86.1
19,5.0,61.6,25.2,Yes,No,Medium,High,68.1
22,2.8,70.3,92.1,Yes,Yes,Medium,Medium,75.6
19,1.3,63.5,58.2,Yes,Yes,Medium,High,69.3
22,6.3,59.9,53.3,Yes,Yes,Low,Low,78.6
21,0.5,89.2,59.6,Yes,Yes,Medium,Medium,64.0
16,7.5,95.5,36.6,No,No,Medium,Low,73.9
15,3.2,68.5,80.7,Yes,No,Medium,Medium,78.7
18,0.0,87.6,52.3,Yes,Yes,High,High,69.8
21,5.1,94.8,11.7,Yes,Yes,Medium,High,95.3
16,0.5,92.3,12.9,Yes,No,Medium,High,73.7
15,2.8,59.1,53.7,Yes,No,High,Medium,50.0
20,7.1,97.8,93.7,Yes,No,High,Medium,73.8
17,0.6,68.8,30.8,No,No,High,High,58.3
19,8.4,67.0,87.0,Yes,Yes,Low,Medium,84.1
20,0.0,53.1,76.4,No,No,Low,High,60.0
22,2.5,74.3,24.8,No,Yes,Low,Medium,60.1
15,7.4,55.5,3.6,Yes,Yes,Low,Medium,72.0
20,3.2,62.4,10.2,Yes,Yes,High,Medium,66.9
17,1.0,65.8,72.8,No,Yes,Medium,High,60.8
21,3.6,90.4,20.0,No,No,Low,Medium,71.3
15,2.7,93.8,37.1,Yes,No,Low,Medium,83.8
20,8.4,65.1,50.2,Yes,Yes,Low,High,100.0
19,3.1,92.9,72.5,Yes,Yes,Medium,Medium,96.1
19,7.9,92.9,11.3,No,Yes,Medium,High,86.5
16,8.9,88.2,40.6,Yes,Yes,High,Medium,83.6
20,4.3,57.3,48.5,Yes,No,High,Medium,55.6
18,9.1,84.5,54.1,Yes,No,Low,High,100.0
20,3.8,97.3,81.8,Yes,No,Medium,Medium,87.0
21,9.6,84.1,17.2,Yes,No,Low,Medium,100.0
15,0.9,66.6,80.8,Yes,No,Medium,Medium,54.4
15,6.9,75.0,69.3,No,Yes,High,Medium,58.3
21,4.9,82.3,55.6,Yes,Yes,Medium,Medium,73.7
20,3.9,75.5,70.0,Yes,Yes,Medium,Low,74.3
21,6.3,56.0,41.2,Yes,Yes,Medium,High,69.3
17,7.0,65.6,13.8,Yes,No,Low,High,81.6
22,0.0,90.1,66.6,Yes,Yes,Low,Low,75.0
21,1.7,93.1,52.5,Yes,Yes,Medium,Medium,75.8
19,7.1,56.9,63.9,Yes,Yes,Medium,Medium,75.7
21,6.7,97.6,33.8,Yes,No,Low,Low,89.0
15,9.7,66.4,90.7,Yes,Yes,Medium,Medium,95.5
19,7.6,83.1,58.7,Yes,No,High,Medium,81.6
15,9.5,87.6,8.5,Yes,No,Medium,Medium,88.2
16,7.0,90.6,45.0,Yes,Yes,Medium,Medium,94.5
18,3.0,97.3,75.6,Yes,Yes,Medium,Medium,87.8
15,1.1,65.6,79.4,Yes,No,Medium,High,78.2
19,7.8,92.9,49.5,Yes,Yes,Medium,High,100.0
16,6.4,56.6,89.5,Yes,No,High,Medium,64.6
15,0.5,85.3,26.8,Yes,Yes,Medium,High,82.3
17,3.6,87.1,41.1,Yes,Yes,Medium,Medium,65.6
21,9.6,83.9,89.9,Yes,No,Low,High,100.0
18,5.0,62.6,89.6,Yes,No,Low,Medium,90.5
15,4.3,93.7,68.6,Yes,No,Medium,High,74.1
16,4.6,58.4,85.9,Yes,No,High,Medium,71.2
17,2.1,52.7,8.9,Yes,No,Medium,Medium,54.4
20,3.7,85.9,86.5,Yes,No,Low,Medium,78.8
16,3.7,73.8,32.1,Yes,No,Low,Medium,74.6
21,0.5,92.5,17.8,Yes,Yes,Medium,Medium,71.2
16,7.7,69.2,23.9,Yes,Yes,Low,Medium,88.4
17,4.2,58.4,41.8,Yes,No,Low,High,73.7
16,8.2,91.8,25.1,Yes,Yes,Medium,Medium,93.9
17,8.5,77.4,32.1,Yes,Yes,Low,Medium,91.1
15,2.1,59.5,13.5,Yes,Yes,Medium,Medium,60.1
22,6.6,86.0,29.6,No,Yes,Medium,High,86.4
17,4.7,75.6,57.2,Yes,Yes,Low,High,89.6
17,8.8,80.2,44.2,Yes,Yes,Medium,High,100.0
18,2.2,73.0,34.7,Yes,No,Medium,Medium,71.3
17,6.8,91.4,74.6,Yes,Yes,Medium,Medium,92.1
17,6.1,91.5,89.4,Yes,Yes,Medium,Low,85.2
20,3.0,85.5,75.7,Yes,Yes,Medium,Medium,92.1
22,1.4,55.3,33.2,Yes,Yes,High,Low,43.0
15,6.5,91.9,74.4,Yes,Yes,Medium,Medium,86.9
21,7.4,83.6,15.2,Yes,No,Medium,Medium,79.0
18,3.2,84.9,13.0,Yes,Yes,Low,Medium,70.9
20,6.4,68.1,34.6,No,No,Low,Medium,60.3
19,4.0,94.0,80.8,Yes,Yes,Low,High,100.0
22,7.1,86.3,24.6,Yes,Yes,Medium,Low,85.2
15,2.0,55.6,6.3,Yes,Yes,Low,High,65.4
15,8.9,70.4,13.2,Yes,Yes,Medium,Low,79.4
19,2.9,94.3,85.9,Yes,No,Medium,Low,88.1
21,3.7,52.4,63.4,Yes,No,Low,Low,74.6
17,0.6,98.1,25.3,Yes,No,Medium,High,83.2
20,1.1,84.0,55.5,Yes,Yes,Medium,Medium,74.8
16,5.2,81.6,52.8,Yes,Yes,Low,High,94.2
18,2.7,63.5,65.5,Yes,Yes,Medium,Medium,67.5
16,8.4,62.4,23.3,Yes,No,Medium,Low,81.0
19,0.1,97.1,86.4,Yes,Yes,Medium,High,80.2
15,3.8,64.9,30.9,Yes,No,Low,Low,72.4
21,3.4,88.8,69.4,Yes,Yes,Medium,High,86.8
15,0.2,69.7,1.6,Yes,Yes,High,Low,47.8
18,1.2,57.0,37.3,Yes,Yes,Medium,Medium,50.7
15,4.1,50.5,35.2,Yes,Yes,Low,High,81.1
15,4.9,77.2,54.3,Yes,No,Medium,High,88.4
18,4.0,98.8,7.3,Yes,Yes,Medium,Medium,73.5
20,5.3,68.5,79.0,Yes,No,Medium,High,94.8
20,6.0,67.9,21.8,Yes,Yes,Medium,Low,65.4
18,0.1,67.2,67.7,Yes,No,Medium,High,83.8
21,4.6,76.0,80.3,Yes,Yes,High,Medium,68.1
19,9.6,72.0,56.2,Yes,No,Medium,Low,73.1
22,5.2,94.0,74.1,Yes,No,Medium,Medium,78.6
15,6.8,75.3,66.2,No,No,Low,Low,73.0
21,3.1,75.4,35.6,Yes,Yes,High,Medium,62.6
15,7.7,56.9,80.9,Yes,No,High,Medium,63.9
22,7.7,99.1,29.5,Yes,Yes,Low,Medium,100.0
19,5.2,62.5,57.1,No,Yes,Medium,High,74.7
20,9.8,53.7,74.5,Yes,Yes,Low,Low,79.7
21,1.3,83.2,37.9,Yes,Yes,Medium,Medium,74.3
17,0.2,79.8,30.3,Yes,No,Medium,Medium,65.9
17,7.7,70.8,45.9,Yes,Yes,Low,High,95.4
22,8.1,71.1,81.8,Yes,Yes,High,Medium,86.8
17,1.2,89.3,93.0,Yes,No,Low,Medium,97.1
20,2.7,59.8,54.5,Yes,Yes,Medium,Medium,67.1
22,0.2,91.0,66.1,Yes,No,Medium,Medium,73.3
20,2.9,82.4,90.3,Yes,Yes,Medium,Low,80.0
19,7.7,70.9,9.9,Yes,Yes,Low,Medium,70.8
15,5.2,72.9,23.2,Yes,Yes,Low,Low,74.3
19,3.5,62.8,70.9,Yes,No,Medium,Medium,64.9
19,3.7,87.6,82.4,Yes,No,Medium,Medium,84.4
20,0.0,75.6,85.7,No,No,Low,Medium,47.0
22,3.0,66.0,41.5,Yes,Yes,Low,Low,59.7
22,6.5,79.8,8.9,Yes,Yes,Low,High,82.0
17,9.7,99.8,43.8,Yes,Yes,Medium,High,100.0
16,8.5,71.8,23.1,No,Yes,Medium,Low,60.3
15,0.2,96.0,29.1,Yes,Yes,Low,Medium,83.8
20,9.0,67.3,77.2,Yes,No,Medium,Medium,88.1
17,7.8,52.7,7.6,Yes,Yes,Low,Low,74.3
21,7.8,60.2,82.8,Yes,Yes,High,Medium,81.5
16,4.6,70.9,42.8,Yes,No,High,Medium,66.5
16,4.0,61.0,59.6,No,No,Medium,High,68.6
20,3.0,50.0,9.0,Yes,Yes,High,High,54.4
18,0.7,95.8,33.7,Yes,Yes,High,Medium,49.3
15,2.3,92.2,9.0,Yes,Yes,High,Medium,66.1
16,2.5,87.1,96.2,Yes,Yes,Medium,High,84.9
20,4.8,58.4,80.7,Yes,No,Medium,High,75.1
20,7.5,56.0,46.0,Yes,Yes,Low,High,77.3
17,4.7,53.4,22.4,Yes,No,Medium,Low,60.0
21,0.6,86.2,93.3,Yes,No,Medium,Low,62.2
18,9.6,96.4,34.5,Yes,No,Low,Medium,98.0
15,9.4,71.5,16.1,Yes,Yes,Low,Medium,76.6
22,7.9,56.0,56.3,No,Yes,Medium,Low,63.6
19,9.9,75.6,94.4,Yes,No,Low,Low,91.7
21,5.4,67.4,0.4,Yes,Yes,Medium,High,65.9
21,9.6,68.7,23.8,Yes,Yes,High,High,87.4
17,0.8,81.1,93.8,Yes,Yes,Medium,Medium,79.9
22,3.7,85.9,17.1,Yes,Yes,Medium,High,77.2
16,2.3,55.5,11.3,Yes,No,Medium,Medium,51.1
16,2.0,51.8,57.0,Yes,Yes,Medium,High,58.4
17,1.4,99.7,86.2,Yes,Yes,Low,Medium,68.9
20,6.2,61.6,47.7,Yes,Yes,High,Low,47.6
16,7.8,52.7,99.5,Yes,Yes,Low,Medium,86.5
18,5.8,59.5,67.9,Yes,No,Low,Medium,73.8
15,1.5,51.9,7.4,Yes,No,Medium,Medium,53.7
21,8.1,69.6,99.3,Yes,Yes,Low,Low,91.2
21,6.4,90.1,40.8,Yes,Yes,Medium,High,100.0
18,3.9,67.1,28.7,Yes,Yes,Low,Medium,76.5
22,6.7,72.2,55.8,Yes,No,Low,Low,90.0
16,2.6,83.8,30.4,Yes,Yes,Low,Medium,69.0
21,3.5,75.4,8.6,Yes,No,Low,Medium,65.3
19,9.2,93.1,0.1,No,Yes,Medium,Medium,80.3
22,2.9,93.3,45.0,No,No,High,High,62.3
15,4.7,50.5,83.7,Yes,Yes,Medium,Medium,65.8
15,8.9,88.9,57.2,Yes,No,High,Medium,91.5
21,7.1,73.0,99.9,Yes,Yes,Low,High,100.0
17,0.6,99.4,28.7,Yes,No,Medium,Low,73.8
22,1.5,74.2,28.0,Yes,Yes,Low,Medium,72.3
21,0.1,99.3,16.0,Yes,Yes,Medium,High,82.0
17,6.3,87.7,16.4,Yes,No,Medium,Low,72.8
21,4.5,62.4,28.5,No,Yes,Medium,Medium,57.6
19,1.3,76.9,79.3,Yes,No,Medium,High,72.3
22,9.6,99.6,90.6,Yes,No,Medium,Medium,100.0
20,5.3,92.9,97.5,Yes,Yes,Medium,Medium,85.8
15,2.4,54.9,23.2,Yes,Yes,High,High,68.2
21,5.0,85.3,88.1,Yes,Yes,Low,Low,94.7
19,6.8,67.3,32.8,Yes,Yes,Medium,Low,77.2
17,0.8,50.3,11.3,Yes,Yes,Medium,High,52.5
17,2.7,70.2,87.0,Yes,No,Medium,High,82.3
